 Panda Version: 2.0.3
Namespace(batch_size=128, cat_dims=None, cat_idx=None, config='config/diamonds.yml', data_parallel=False, dataset='Diamonds', direction='minimize', dropna_idx=None, early_stopping_rounds=20, epochs=100, gpu_ids=[0, 1], logging_period=100, miss_cat_idx=None, miss_num_idx=None, model_name='TabNet', n_trials=69, nominal_idx=None, num_classes=1, num_features=9, num_idx=None, num_splits=5, objective='regression', one_hot_encode=False, optimize_hyperparameters=True, ordinal_encode=True, ordinal_idx=[1, 2, 3], scale=True, seed=221, shuffle=True, target_encode=False, use_gpu=True, val_batch_size=256)
Start hyperparameter optimization
 Panda Version: 2.0.3
Loading dataset Diamonds...
Dataset loaded! 

X b4 encoding : [0.23 'Ideal' 'E' 'SI2' 61.5 55.0 3.95 3.98 2.43] 

(53940, 9)
Data Type of X: <class 'numpy.ndarray'>
Nominal Idx: None
Ordinal Idx: [1, 2, 3]
Cat Dims: None 
 

Normonal Idx: None
Cat Idx Part II: [1, 2, 3] 
ENDE 
 

X after Nominal Encoding: [0.23 'Ideal' 'E' 'SI2' 61.5 55.0 3.95 3.98 2.43] 
 

Scaling the data...
X after Scaling: [-1.1981678055010725 'Ideal' 'E' 'SI2' -0.1740915083097858
 -1.0996719906799668 -1.5878374489219242 -1.5361955629431636
 -1.5711291873012518] 
 

Using an existing study with name 'TabNet_Diamonds' instead of creating a new one.
In get_device
In get_device
epoch 0  | loss: 12251517.14596| eval_rmse: 1159.0435|  0:00:16s
epoch 20 | loss: 520165.46717| eval_rmse: 840.00775|  0:04:51s
epoch 21 | loss: 490447.49942| eval_rmse: 852.50641|  0:05:04s
epoch 22 | loss: 498476.09125| eval_rmse: 806.26548|  0:05:17s
epoch 23 | loss: 483484.89654| eval_rmse: 638.3562|  0:05:30s
epoch 24 | loss: 528244.39904| eval_rmse: 893.34948|  0:05:44s
epoch 25 | loss: 494565.23363| eval_rmse: 704.07586|  0:05:58s
epoch 26 | loss: 465416.41779| eval_rmse: 1135.89781|  0:06:11s
epoch 27 | loss: 445890.19158| eval_rmse: 636.41308|  0:06:25s
epoch 28 | loss: 449057.90766| eval_rmse: 689.70906|  0:06:39s
epoch 29 | loss: 469371.01998| eval_rmse: 647.77124|  0:06:53s
epoch 30 | loss: 458210.09213| eval_rmse: 678.26658|  0:07:07s
epoch 31 | loss: 484351.27249| eval_rmse: 692.30343|  0:07:21s
epoch 32 | loss: 449492.21532| eval_rmse: 692.99421|  0:07:36s
epoch 33 | loss: 455622.83684| eval_rmse: 618.89355|  0:07:49s
epoch 34 | loss: 458367.96036| eval_rmse: 728.18293|  0:08:02s
epoch 35 | loss: 424925.1378| eval_rmse: 654.38509|  0:08:15s
epoch 36 | loss: 425387.18157| eval_rmse: 655.3571|  0:08:29s

Early stopping occurred at epoch 36 with best_epoch = 16 and best_eval_rmse = 591.81985
Saved Losses
{'MSE - mean': 350250.7293014906, 'MSE - std': 0.0, 'R2 - mean': 0.977220018601537, 'R2 - std': 0.0} 
 

In get_device
epoch 0  | loss: 12204938.05341| eval_rmse: 927.21143|  0:00:13s
epoch 1  | loss: 729051.13803| eval_rmse: 645.5555|  0:00:27s
epoch 2  | loss: 723825.18662| eval_rmse: 659.46855|  0:00:41s
epoch 3  | loss: 666237.22042| eval_rmse: 749.94556|  0:00:55s
epoch 4  | loss: 658761.39981| eval_rmse: 629.21436|  0:01:09s
epoch 5  | loss: 668816.36865| eval_rmse: 715.7112|  0:01:22s
epoch 6  | loss: 639339.68425| eval_rmse: 625.58841|  0:01:36s
epoch 7  | loss: 624554.27119| eval_rmse: 638.09015|  0:01:50s
epoch 8  | loss: 640650.67229| eval_rmse: 721.9436|  0:02:05s
epoch 9  | loss: 626476.76391| eval_rmse: 572.0991|  0:02:18s
epoch 10 | loss: 598448.31825| eval_rmse: 655.59869|  0:02:33s
epoch 11 | loss: 619691.70396| eval_rmse: 668.25232|  0:02:46s
epoch 12 | loss: 604711.68852| eval_rmse: 602.1127|  0:02:59s
epoch 13 | loss: 595786.36373| eval_rmse: 570.54905|  0:03:12s
epoch 14 | loss: 614541.58967| eval_rmse: 649.77439|  0:03:26s
epoch 15 | loss: 609401.5906| eval_rmse: 858.32229|  0:03:38s
epoch 16 | loss: 600657.93616| eval_rmse: 584.76216|  0:03:52s
epoch 17 | loss: 564231.70204| eval_rmse: 745.34282|  0:04:06s
epoch 18 | loss: 551047.30068| eval_rmse: 692.54646|  0:04:19s
epoch 19 | loss: 555637.97116| eval_rmse: 562.9198|  0:04:32s
epoch 20 | loss: 581998.16566| eval_rmse: 839.99439|  0:04:46s
epoch 21 | loss: 516420.52193| eval_rmse: 887.54578|  0:04:59s
epoch 22 | loss: 531751.83888| eval_rmse: 823.33944|  0:05:12s
epoch 23 | loss: 533138.47663| eval_rmse: 565.49041|  0:05:25s
epoch 24 | loss: 511721.88038| eval_rmse: 571.14787|  0:05:38s
epoch 25 | loss: 537169.70878| eval_rmse: 723.44453|  0:05:52s
epoch 26 | loss: 489253.38817| eval_rmse: 593.23025|  0:06:06s
epoch 27 | loss: 488716.95118| eval_rmse: 746.94187|  0:06:20s
epoch 28 | loss: 487679.12315| eval_rmse: 634.07892|  0:06:34s
epoch 29 | loss: 512793.64804| eval_rmse: 771.15475|  0:06:48s
epoch 30 | loss: 466788.91738| eval_rmse: 769.48695|  0:07:02s
epoch 31 | loss: 472583.4598| eval_rmse: 590.89755|  0:07:16s
epoch 32 | loss: 447536.61888| eval_rmse: 684.81252|  0:07:29s
epoch 33 | loss: 468673.88154| eval_rmse: 661.12868|  0:07:43s
epoch 34 | loss: 458548.73581| eval_rmse: 600.67835|  0:07:56s
epoch 35 | loss: 473649.99226| eval_rmse: 683.91998|  0:08:10s
epoch 36 | loss: 451593.62363| eval_rmse: 681.36541|  0:08:24s
epoch 37 | loss: 421273.9738| eval_rmse: 619.13502|  0:08:38s
epoch 38 | loss: 447514.97879| eval_rmse: 654.04607|  0:08:52s
epoch 39 | loss: 430535.87417| eval_rmse: 607.89469|  0:09:06s

Early stopping occurred at epoch 39 with best_epoch = 19 and best_eval_rmse = 562.9198
Saved Losses
{'MSE - mean': 333564.7178025204, 'MSE - std': 16686.011498970212, 'R2 - mean': 0.9786212139249839, 'R2 - std': 0.0014011953234469576} 
 

In get_device
epoch 0  | loss: 12349926.2322| eval_rmse: 1671.71567|  0:00:14s
epoch 1  | loss: 725007.1645| eval_rmse: 790.52713|  0:00:28s
epoch 2  | loss: 695252.9368| eval_rmse: 870.8032|  0:00:42s
epoch 3  | loss: 672925.05652| eval_rmse: 690.46433|  0:00:54s
epoch 4  | loss: 635069.78399| eval_rmse: 660.18849|  0:01:08s
epoch 5  | loss: 636593.00301| eval_rmse: 876.01853|  0:01:22s
epoch 6  | loss: 612635.69645| eval_rmse: 825.85106|  0:01:35s
epoch 7  | loss: 583401.30429| eval_rmse: 784.78928|  0:01:48s
epoch 8  | loss: 586198.7188| eval_rmse: 611.43923|  0:02:02s
epoch 9  | loss: 585835.63437| eval_rmse: 774.39528|  0:02:16s
epoch 10 | loss: 553042.42141| eval_rmse: 649.3501|  0:02:29s
epoch 11 | loss: 572619.60307| eval_rmse: 656.97506|  0:02:42s
epoch 12 | loss: 566596.69177| eval_rmse: 689.01818|  0:02:54s
epoch 13 | loss: 524077.1241| eval_rmse: 623.95336|  0:03:09s
epoch 14 | loss: 576931.21425| eval_rmse: 618.82374|  0:03:22s
epoch 15 | loss: 589090.3766| eval_rmse: 600.48186|  0:03:36s
epoch 16 | loss: 541874.30332| eval_rmse: 800.44667|  0:03:50s
epoch 17 | loss: 511965.72714| eval_rmse: 622.87534|  0:04:04s
epoch 18 | loss: 481024.12389| eval_rmse: 740.46798|  0:04:17s
epoch 19 | loss: 504073.89253| eval_rmse: 677.03109|  0:04:29s
epoch 20 | loss: 513406.185| eval_rmse: 841.75714|  0:04:42s
epoch 21 | loss: 477073.10696| eval_rmse: 737.96297|  0:04:55s
epoch 22 | loss: 459642.09732| eval_rmse: 787.67179|  0:05:07s
epoch 23 | loss: 471495.7047| eval_rmse: 795.97674|  0:05:20s
epoch 24 | loss: 472219.54326| eval_rmse: 592.47639|  0:05:33s
epoch 25 | loss: 480896.41209| eval_rmse: 601.3031|  0:05:46s
epoch 26 | loss: 449264.47628| eval_rmse: 678.94113|  0:05:59s
epoch 27 | loss: 447094.52017| eval_rmse: 609.75622|  0:06:12s
epoch 28 | loss: 431459.55135| eval_rmse: 604.64732|  0:06:25s
epoch 29 | loss: 429458.41422| eval_rmse: 1014.00209|  0:06:37s
epoch 30 | loss: 441702.62787| eval_rmse: 686.42522|  0:06:49s
epoch 31 | loss: 419084.83582| eval_rmse: 665.3663|  0:07:03s
epoch 32 | loss: 423062.3655| eval_rmse: 577.06453|  0:07:15s
epoch 33 | loss: 411463.63383| eval_rmse: 656.03398|  0:07:29s
epoch 34 | loss: 413945.7468| eval_rmse: 638.66165|  0:07:41s
epoch 35 | loss: 404682.39679| eval_rmse: 612.8491|  0:07:54s
epoch 36 | loss: 413586.55912| eval_rmse: 798.3761|  0:08:07s
epoch 37 | loss: 387083.28236| eval_rmse: 594.63186|  0:08:20s
epoch 38 | loss: 394719.27566| eval_rmse: 734.16452|  0:08:33s
epoch 39 | loss: 387916.46815| eval_rmse: 646.08114|  0:08:46s
epoch 40 | loss: 397127.5382| eval_rmse: 636.52867|  0:08:58s
epoch 41 | loss: 385056.48326| eval_rmse: 578.25089|  0:09:12s
epoch 42 | loss: 402013.65783| eval_rmse: 959.65341|  0:09:25s
epoch 43 | loss: 406587.77652| eval_rmse: 788.1603|  0:09:37s
epoch 44 | loss: 396935.25962| eval_rmse: 619.50262|  0:09:50s
epoch 45 | loss: 392956.24066| eval_rmse: 633.48129|  0:10:03s
epoch 46 | loss: 373224.9802| eval_rmse: 794.243 |  0:10:17s
epoch 47 | loss: 372316.22672| eval_rmse: 572.26928|  0:10:30s
epoch 48 | loss: 382761.72807| eval_rmse: 582.50274|  0:10:44s
epoch 49 | loss: 382597.90229| eval_rmse: 611.96539|  0:10:57s
epoch 50 | loss: 375558.97543| eval_rmse: 989.12088|  0:11:10s
epoch 51 | loss: 391388.83884| eval_rmse: 577.16308|  0:11:22s
epoch 52 | loss: 375025.89649| eval_rmse: 725.24091|  0:11:36s
epoch 53 | loss: 385262.8389| eval_rmse: 1014.06039|  0:11:49s
epoch 54 | loss: 370501.80096| eval_rmse: 565.02988|  0:12:02s
epoch 55 | loss: 381647.86862| eval_rmse: 597.38916|  0:12:15s
epoch 56 | loss: 374618.38353| eval_rmse: 584.57518|  0:12:29s
epoch 57 | loss: 372576.8559| eval_rmse: 575.42957|  0:12:41s
epoch 58 | loss: 366421.87628| eval_rmse: 677.50705|  0:12:53s
epoch 59 | loss: 346894.99597| eval_rmse: 920.36443|  0:13:06s
epoch 60 | loss: 347409.13733| eval_rmse: 635.15893|  0:13:18s
epoch 61 | loss: 362600.81092| eval_rmse: 586.82874|  0:13:31s
epoch 62 | loss: 362581.33183| eval_rmse: 604.39462|  0:13:44s
epoch 63 | loss: 354870.96896| eval_rmse: 565.67642|  0:13:57s
epoch 64 | loss: 397924.46103| eval_rmse: 571.82582|  0:14:10s
epoch 65 | loss: 347223.51449| eval_rmse: 558.86002|  0:14:22s
epoch 66 | loss: 369196.04388| eval_rmse: 582.0041|  0:14:35s
epoch 67 | loss: 368226.12396| eval_rmse: 566.58967|  0:14:47s
epoch 68 | loss: 342040.32425| eval_rmse: 890.72251|  0:15:00s
epoch 69 | loss: 349667.64355| eval_rmse: 645.10243|  0:15:12s
epoch 70 | loss: 374343.21203| eval_rmse: 651.33825|  0:15:26s
epoch 71 | loss: 369241.0673| eval_rmse: 592.58097|  0:15:38s
epoch 72 | loss: 352001.77137| eval_rmse: 1065.23712|  0:15:50s
epoch 73 | loss: 345135.68915| eval_rmse: 745.99551|  0:16:03s
epoch 74 | loss: 351585.5213| eval_rmse: 681.81159|  0:16:17s
epoch 75 | loss: 344953.2526| eval_rmse: 620.09226|  0:16:29s
epoch 76 | loss: 353081.93027| eval_rmse: 597.59714|  0:16:41s
epoch 77 | loss: 345261.25649| eval_rmse: 649.97016|  0:16:54s
epoch 78 | loss: 339233.34176| eval_rmse: 735.06046|  0:17:06s
epoch 79 | loss: 338842.31062| eval_rmse: 631.77473|  0:17:19s
epoch 80 | loss: 357601.8993| eval_rmse: 562.6558|  0:17:31s
epoch 81 | loss: 333148.1971| eval_rmse: 683.11884|  0:17:45s
epoch 82 | loss: 343493.85529| eval_rmse: 663.39877|  0:17:58s
epoch 83 | loss: 336284.62472| eval_rmse: 614.35192|  0:18:11s
epoch 84 | loss: 339432.507| eval_rmse: 567.25698|  0:18:24s
epoch 85 | loss: 331474.06343| eval_rmse: 568.59464|  0:18:37s

Early stopping occurred at epoch 85 with best_epoch = 65 and best_eval_rmse = 558.86002
Saved Losses
{'MSE - mean': 326484.65374685335, 'MSE - std': 16907.688602936632, 'R2 - mean': 0.9792583946070786, 'R2 - std': 0.0014563300906395528} 
 

In get_device
epoch 0  | loss: 12864465.89253| eval_rmse: 1491.17268|  0:00:12s
epoch 1  | loss: 774741.12662| eval_rmse: 1140.87948|  0:00:25s
epoch 2  | loss: 680681.05643| eval_rmse: 713.44379|  0:00:38s
epoch 3  | loss: 675952.32159| eval_rmse: 733.89811|  0:00:51s
epoch 4  | loss: 662226.61925| eval_rmse: 764.39117|  0:01:03s
epoch 5  | loss: 669352.62713| eval_rmse: 619.39882|  0:01:16s
epoch 6  | loss: 608556.49541| eval_rmse: 665.01124|  0:01:29s
epoch 7  | loss: 598273.42809| eval_rmse: 691.35001|  0:01:42s
epoch 8  | loss: 616362.97251| eval_rmse: 713.18498|  0:01:55s
epoch 9  | loss: 595117.06769| eval_rmse: 656.70763|  0:02:08s
epoch 10 | loss: 568583.61712| eval_rmse: 621.3573|  0:02:21s
epoch 11 | loss: 610777.5109| eval_rmse: 902.7246|  0:02:34s
epoch 12 | loss: 589827.29827| eval_rmse: 698.85145|  0:02:48s
epoch 13 | loss: 565069.07854| eval_rmse: 620.72837|  0:03:01s
epoch 14 | loss: 596280.99875| eval_rmse: 592.7476|  0:03:14s
epoch 15 | loss: 619872.50793| eval_rmse: 661.9149|  0:03:26s
epoch 16 | loss: 573079.19962| eval_rmse: 750.57435|  0:03:40s
epoch 17 | loss: 561434.6556| eval_rmse: 682.17315|  0:03:52s
epoch 18 | loss: 542529.25955| eval_rmse: 641.21751|  0:04:05s
epoch 19 | loss: 545401.77875| eval_rmse: 818.07124|  0:04:18s
epoch 20 | loss: 533005.43435| eval_rmse: 680.62442|  0:04:31s
epoch 21 | loss: 507853.31686| eval_rmse: 768.88681|  0:04:44s
epoch 22 | loss: 484697.91636| eval_rmse: 666.21124|  0:04:57s
epoch 23 | loss: 509319.80708| eval_rmse: 787.64174|  0:05:09s
epoch 24 | loss: 511038.29813| eval_rmse: 655.5167|  0:05:23s
epoch 25 | loss: 503864.52944| eval_rmse: 578.48419|  0:05:37s
epoch 26 | loss: 481154.43861| eval_rmse: 576.75868|  0:05:51s
epoch 27 | loss: 472520.41946| eval_rmse: 570.39604|  0:06:04s
epoch 28 | loss: 456651.36002| eval_rmse: 741.7238|  0:06:17s
epoch 29 | loss: 484981.77337| eval_rmse: 805.62832|  0:06:30s
epoch 30 | loss: 471347.1633| eval_rmse: 699.17276|  0:06:43s
epoch 31 | loss: 476306.79511| eval_rmse: 742.49216|  0:06:56s
epoch 32 | loss: 451886.37041| eval_rmse: 652.91616|  0:07:09s
epoch 33 | loss: 475377.31969| eval_rmse: 796.70046|  0:07:21s
epoch 34 | loss: 466554.96261| eval_rmse: 601.7029|  0:07:34s
epoch 35 | loss: 455591.19687| eval_rmse: 587.29956|  0:07:47s
epoch 36 | loss: 447718.24175| eval_rmse: 589.48463|  0:08:00s
epoch 37 | loss: 458846.82595| eval_rmse: 880.65728|  0:08:13s
epoch 38 | loss: 453090.79045| eval_rmse: 627.89096|  0:08:26s
epoch 39 | loss: 453869.36851| eval_rmse: 604.72168|  0:08:39s
epoch 40 | loss: 446462.46235| eval_rmse: 838.95108|  0:08:52s
epoch 41 | loss: 424318.88446| eval_rmse: 563.84703|  0:09:05s
epoch 42 | loss: 428769.77578| eval_rmse: 597.6267|  0:09:19s
epoch 43 | loss: 430518.40324| eval_rmse: 582.42192|  0:09:32s
epoch 44 | loss: 409030.80772| eval_rmse: 618.83925|  0:09:45s
epoch 45 | loss: 405808.70292| eval_rmse: 838.45419|  0:09:58s
epoch 46 | loss: 407446.4295| eval_rmse: 635.44209|  0:10:11s
epoch 47 | loss: 405369.53178| eval_rmse: 741.26171|  0:10:25s
epoch 48 | loss: 394832.78978| eval_rmse: 567.72384|  0:10:37s
epoch 49 | loss: 409882.32539| eval_rmse: 608.16289|  0:10:50s
epoch 50 | loss: 408128.83645| eval_rmse: 615.42029|  0:11:03s
epoch 51 | loss: 423429.24522| eval_rmse: 846.9497|  0:11:15s
epoch 52 | loss: 401498.66281| eval_rmse: 602.68027|  0:11:29s
epoch 53 | loss: 410832.65688| eval_rmse: 588.42022|  0:11:42s
epoch 54 | loss: 396782.75707| eval_rmse: 582.80221|  0:11:54s
epoch 55 | loss: 400884.14916| eval_rmse: 605.03839|  0:12:08s
epoch 56 | loss: 388476.98305| eval_rmse: 697.33771|  0:12:22s
epoch 57 | loss: 400159.09326| eval_rmse: 812.87153|  0:12:34s
epoch 58 | loss: 399644.73178| eval_rmse: 702.98986|  0:12:47s
epoch 59 | loss: 384468.61253| eval_rmse: 575.68092|  0:13:00s
epoch 60 | loss: 383140.61552| eval_rmse: 572.8223|  0:13:12s
epoch 61 | loss: 375132.93096| eval_rmse: 832.37376|  0:13:25s

Early stopping occurred at epoch 61 with best_epoch = 41 and best_eval_rmse = 563.84703
Saved Losses
{'MSE - mean': 324344.35877793253, 'MSE - std': 15104.470797825667, 'R2 - mean': 0.9795385590139271, 'R2 - std': 0.0013513509108558453} 
 

In get_device
epoch 0  | loss: 12633966.6511| eval_rmse: 1514.76582|  0:00:12s
epoch 1  | loss: 735789.24499| eval_rmse: 987.97163|  0:00:25s
epoch 2  | loss: 717001.49995| eval_rmse: 737.16217|  0:00:38s
epoch 3  | loss: 687266.90147| eval_rmse: 748.47603|  0:00:50s
epoch 4  | loss: 665817.71741| eval_rmse: 965.81546|  0:01:03s
epoch 5  | loss: 661732.78199| eval_rmse: 783.83124|  0:01:16s
epoch 6  | loss: 649325.8909| eval_rmse: 996.41479|  0:01:30s
epoch 7  | loss: 630248.67721| eval_rmse: 763.60466|  0:01:43s
epoch 8  | loss: 617850.66492| eval_rmse: 883.48253|  0:01:57s
epoch 9  | loss: 608038.7207| eval_rmse: 866.06538|  0:02:09s
epoch 10 | loss: 611660.59287| eval_rmse: 981.65946|  0:02:24s
epoch 11 | loss: 607858.18184| eval_rmse: 828.54653|  0:02:38s
epoch 12 | loss: 579006.55796| eval_rmse: 726.54622|  0:02:52s
epoch 13 | loss: 574211.25209| eval_rmse: 705.05595|  0:03:06s
epoch 14 | loss: 613461.52439| eval_rmse: 757.36271|  0:03:19s
epoch 15 | loss: 618588.19923| eval_rmse: 759.10346|  0:03:33s
epoch 16 | loss: 566114.83921| eval_rmse: 974.83505|  0:03:47s
epoch 17 | loss: 560785.29085| eval_rmse: 610.668 |  0:04:01s
epoch 18 | loss: 552713.67239| eval_rmse: 926.75063|  0:04:16s
epoch 19 | loss: 571031.70619| eval_rmse: 631.10245|  0:04:31s
epoch 20 | loss: 547211.97596| eval_rmse: 703.19705|  0:04:43s
epoch 21 | loss: 514707.21193| eval_rmse: 679.44036|  0:04:57s
epoch 22 | loss: 526245.88562| eval_rmse: 805.02392|  0:05:12s
epoch 23 | loss: 522148.65477| eval_rmse: 817.53567|  0:05:26s
epoch 24 | loss: 529237.09769| eval_rmse: 640.27526|  0:05:39s
epoch 25 | loss: 528106.44506| eval_rmse: 615.0094|  0:05:53s
epoch 26 | loss: 508339.66636| eval_rmse: 685.82641|  0:06:07s
epoch 27 | loss: 483355.4598| eval_rmse: 670.51578|  0:06:21s
epoch 28 | loss: 502095.30796| eval_rmse: 588.25078|  0:06:35s
epoch 29 | loss: 504891.15732| eval_rmse: 686.5381|  0:06:49s
epoch 30 | loss: 503682.61781| eval_rmse: 757.15919|  0:07:02s
epoch 31 | loss: 486770.52328| eval_rmse: 758.13754|  0:07:17s
epoch 32 | loss: 467732.15305| eval_rmse: 619.77256|  0:07:31s
epoch 33 | loss: 480864.7895| eval_rmse: 626.98569|  0:07:45s
epoch 34 | loss: 480014.60692| eval_rmse: 822.3768|  0:07:59s
epoch 35 | loss: 464293.15384| eval_rmse: 710.70772|  0:08:14s
epoch 36 | loss: 448105.85975| eval_rmse: 572.37009|  0:08:28s
epoch 37 | loss: 452609.90393| eval_rmse: 624.04002|  0:08:43s
epoch 38 | loss: 460610.17352| eval_rmse: 800.7079|  0:08:58s
epoch 39 | loss: 447605.19603| eval_rmse: 618.78916|  0:09:12s
epoch 40 | loss: 444746.8961| eval_rmse: 611.5614|  0:09:27s
epoch 41 | loss: 433758.31146| eval_rmse: 624.91718|  0:09:41s
epoch 42 | loss: 473090.55425| eval_rmse: 583.32844|  0:09:54s
epoch 43 | loss: 422571.53598| eval_rmse: 807.82823|  0:10:07s
epoch 44 | loss: 440558.86805| eval_rmse: 624.52922|  0:10:21s
epoch 45 | loss: 429651.06092| eval_rmse: 591.55501|  0:10:36s
epoch 46 | loss: 409631.40539| eval_rmse: 699.5198|  0:10:49s
epoch 47 | loss: 417147.83538| eval_rmse: 575.23664|  0:11:03s
epoch 48 | loss: 433718.12982| eval_rmse: 591.62072|  0:11:17s
epoch 49 | loss: 420202.14816| eval_rmse: 630.40522|  0:11:30s
epoch 50 | loss: 396345.09968| eval_rmse: 710.88676|  0:11:43s
epoch 51 | loss: 411277.11679| eval_rmse: 640.84713|  0:11:57s
epoch 52 | loss: 415241.16807| eval_rmse: 645.72978|  0:12:11s
epoch 53 | loss: 399004.859| eval_rmse: 626.87584|  0:12:24s
epoch 54 | loss: 388569.4873| eval_rmse: 565.43462|  0:12:37s
epoch 55 | loss: 442819.31412| eval_rmse: 613.70586|  0:12:51s
epoch 56 | loss: 403273.60798| eval_rmse: 601.11838|  0:13:04s
epoch 57 | loss: 424752.34254| eval_rmse: 674.29669|  0:13:18s
epoch 58 | loss: 405643.53667| eval_rmse: 662.8157|  0:13:32s
epoch 59 | loss: 405825.50132| eval_rmse: 603.80841|  0:13:46s
epoch 60 | loss: 395986.57245| eval_rmse: 629.08225|  0:13:59s
epoch 61 | loss: 424101.9018| eval_rmse: 627.02167|  0:14:13s
epoch 62 | loss: 387275.82024| eval_rmse: 610.90642|  0:14:28s
epoch 63 | loss: 388272.21648| eval_rmse: 640.13888|  0:14:41s
epoch 64 | loss: 450874.55694| eval_rmse: 702.92283|  0:14:56s
epoch 65 | loss: 400778.19552| eval_rmse: 812.85287|  0:15:09s
epoch 66 | loss: 416474.74279| eval_rmse: 593.92119|  0:15:22s
epoch 67 | loss: 408394.1582| eval_rmse: 674.06  |  0:15:37s
epoch 68 | loss: 377671.5025| eval_rmse: 905.17849|  0:15:51s
epoch 69 | loss: 391344.08084| eval_rmse: 640.2926|  0:16:05s
epoch 70 | loss: 386563.35094| eval_rmse: 556.35974|  0:16:19s
epoch 71 | loss: 398056.27137| eval_rmse: 675.81152|  0:16:33s
epoch 72 | loss: 387554.8067| eval_rmse: 755.91527|  0:16:46s
epoch 73 | loss: 382194.94269| eval_rmse: 737.17678|  0:17:00s
epoch 74 | loss: 388317.94615| eval_rmse: 597.69211|  0:17:14s
epoch 75 | loss: 371706.53062| eval_rmse: 637.98622|  0:17:28s
epoch 76 | loss: 378037.49124| eval_rmse: 800.94317|  0:17:42s
epoch 77 | loss: 384655.51875| eval_rmse: 670.31014|  0:17:57s
epoch 78 | loss: 381172.25842| eval_rmse: 589.37355|  0:18:11s
epoch 79 | loss: 372207.13198| eval_rmse: 570.82903|  0:18:25s
epoch 80 | loss: 376907.55439| eval_rmse: 832.61885|  0:18:40s
epoch 81 | loss: 375536.22044| eval_rmse: 682.93512|  0:18:53s
epoch 82 | loss: 385241.76398| eval_rmse: 642.22228|  0:19:07s
epoch 83 | loss: 386219.82474| eval_rmse: 599.17911|  0:19:21s
epoch 84 | loss: 371173.79599| eval_rmse: 708.12655|  0:19:36s
epoch 85 | loss: 383268.45554| eval_rmse: 730.73749|  0:19:50s
epoch 86 | loss: 369725.5619| eval_rmse: 681.55495|  0:20:05s
epoch 87 | loss: 370911.8354| eval_rmse: 609.98986|  0:20:20s
epoch 88 | loss: 389483.02715| eval_rmse: 753.1538|  0:20:34s
epoch 89 | loss: 378649.70621| eval_rmse: 991.22477|  0:20:48s
epoch 90 | loss: 372165.87859| eval_rmse: 805.699 |  0:21:02s

